customer_id,name,dob,country,occupation,account_open_date,kyc_status,customer_type
C0074,sharon cochran,,brazil,teacher,2021-11-12,pending,retail
C0075,ashley brennan,1997-12-09,us,teacher,2024-07-07,verified,retail
C0076,robert stevens,1960-04-12,us,unemployed,2022-06-13,verified,corporate
C0077,matthew ross,,us,not provided,2021-02-06,pending,corporate
C0078,diana may,1966-09-17,us,teacher,2025-01-26,verified,corporate
C0079,alexander wiley,1957-04-15,russia,teacher,2022-01-11,pending,retail
C0080,victoria johnson,1980-02-09,mexico,doctor,2024-03-17,verified,corporate
C0081,richard graham,2006-06-28,uk,student,2024-11-10,verified,retail
C0082,steven lee,1942-07-14,us,business owner,2024-03-21,pending,retail
C0083,timothy ryan,1988-06-20,russia,unemployed,2022/03/10,verified,corporate
C0084,benjamin beck,1961-12-25,us,doctor,2023-03-08,verified,retail
C0085,belinda mccullough,,china,engineer,2023-02-21,verified,retail
C0086,erika terry,1977-03-28,us,unemployed,2021-08-05,pending,corporate
C0087,maurice gray,1990-06-03,germany,business owner,2021-12-28,verified,retail
C0088,elizabeth kelley,1939-07-17,china,engineer,2023/02/05,pending,retail
C0089,jeffrey carpenter,1984-01-24,us,doctor,2023-04-03,verified,corporate
C0090,jeremy lewis,1971-09-18,russia,business owner,2021-12-15,pending,corporate
C0091,dianx beck,1981-08-26,us,business owner,2023-05-13,pending,retail
C0092,trevor young,1960-08-20,china,engineer,2022-06-03,verified,corporate
C0093,brittany williams,2006-06-20,us,engineer,2024-07-21,verified,retail
C0094,patricia gibson,1999-10-25,us,doctor,2025/05/29,pending,corporate
C0095,miczael snyder,1956-02-12,us,unemployed,2021-10-07,verified,corporate
C0096,abigail potter,1991-11-30,brazil,teacher,2021-06-02,pending,corporate
C0097,colleen brock,1986-11-13,us,doctor,2024-12-01,verified,corporate
C0098,justix lowery,1947-10-09,us,doctor,2024-05-24,verified,retail
C0099,john schmidt,1977-07-19,us,unemployed,2023/03/18,verified,retail
C0100,stephanie salazar,1988-06-16,canada,teacher,2024-10-21,verified,retail
C0101,terry griffin,1950-05-05,us,teacher,2024-07-19,pending,corporate
C0102,paul larsen,1958-05-20,mexico,business owner,2024-12-11,pending,corporate
C0103,mr. jeremiah reeves,1955-06-21,uk,business owner,2022-10-28,verified,corporate
C0104,steven miller,1949-10-10,mexico,unemployed,2022-06-24,verified,corporate
C0105,christian lewis,,mexico,student,2023-12-24,verified,retail
C0106,john brown,1996-03-10,mexico,doctor,2024-02-01,verified,retail
C0107,randy shah,1940-11-03,us,engineer,2025-05-29,verified,corporate
C0108,aaron bell,1990-10-14,uk,student,2023-10-30,verified,corporate
C0109,tiffany barnes,1990-05-19,canada,business owner,2025-02-26,verified,retail
C0110,stephanie freeman,1958-01-31,us,business owner,2024-03-21,verified,corporate
C0111,mr. michael yates,1988-10-16,us,engineer,2021-11-30,verified,retail
C0112,tamara hooper,1975-11-10,russia,engineer,2020-09-27,verified,retail
C0113,leslie alvarado,1945-03-23,germany,unemployed,2024-02-27,pending,retail
C0114,joel williams,1965-04-23,uk,business owner,2023-04-19,verified,corporate
C0115,gabriel juarez,1965-04-24,uk,engineer,2022-11-17,verified,retail
C0116,sandra king,1945-01-31,china,teacher,2024-07-06,pending,retail
C0117,joshua cooke,1963-04-30,us,business owner,2022-06-02,verified,retail
C0118,rachael pearson,1990-11-02,uk,teacher,2020-10-10,verified,corporate
C0119,christina smith,1949-11-18,mexico,unemployed,2022-07-17,verified,corporate
C0120,michael elliott,1954-05-06,mexico,business owner,2024-06-19,pending,corporate
C0121,pamexa jackson,1980-11-01,russia,unemployed,2021-06-26,verified,retail
C0122,carla collins,1978-11-22,canada,student,2020/09/23,verified,retail
C0123,laura odonnell,1965-01-19,russia,doctor,2023-11-20,verified,corporate
C0124,christina vargas,1996-01-12,mexico,not provided,2022-07-30,verified,corporate
C0125,raymond jefferyon,,us,not provided,2021-07-17,verified,retail
C0126,kylie williams,1975-10-07,us,engineer,2024-02-26,verified,retail
C0127,andrea holland,1940-05-16,canada,teacher,2024-02-01,verified,corporate
C0128,ashley yu,1982-10-06,uk,student,2024-06-03,verified,corporate
C0129,jessica gross,2005-03-18,us,unemployed,2022-10-23,pending,retail
C0130,tamara hamptzn,1971-02-23,china,unemployed,2024-03-20,verified,retail
C0131,leslie morris,1956-03-20,brazil,not provided,2021-04-01,verified,corporate
C0132,jerry christensen,1978-04-16,uk,business owner,2023-09-26,verified,retail
C0133,johnny nguyen,1972-09-09,uk,doctor,2022-04-26,verified,retail
C0134,david rymirez,1980-01-30,us,business owner,2022/11/11,verified,corporate
C0135,kellie lee,1955-12-08,canada,student,2023-12-20,pending,retail
C0136,peter vaughn dds,1972-11-29,brazil,unemployed,2024-04-28,verified,retail
C0137,anna walker,1986-08-03,us,student,2022/07/31,verified,corporate
C0138,kevin kennedy,1975-08-23,us,doctor,2023-06-09,verified,retail
C0139,patrick rivera,1987-05-05,uk,doctor,2024-05-15,verified,corporate
C0140,david martinez,1952-08-13,us,student,2023-03-13,verified,retail
C0141,joshua gill,1952-02-10,uk,business owner,2022-02-21,verified,corporate
C0142,john hardy,2005-12-20,us,teacher,2024-12-21,verified,retail
C0143,veronica wall,1959-09-03,canada,engineer,2022-06-12,verified,retail
C0144,eric erickson,1948-02-16,mexico,engineer,2022-11-05,verified,retail
C0145,anthony carter,2003-10-04,uk,engineer,2021-08-02,verified,corporate
C0146,nicole garcia,1940-05-06,canada,engineer,2025-05-24,verified,retail
C0147,john peterson,2005-03-19,canada,engineer,2020-12-12,flagged,retail
C0148,scott wilson,1943-12-17,uk,doctor,2023-12-02,verified,corporate
C0149,kenneth parks jr.,1994-09-17,us,business owner,2025-04-19,verified,retail
C0150,angela wright,1977-06-27,us,doctor,2024-01-20,pending,retail
C0151,rachel perez,1975-01-27,canada,unemployed,2023-09-30,verified,corporate
C0152,jeremy dalton,2006-11-19,uk,business owner,2024-02-28,verified,corporate
C0153,marc lynch,1989-11-16,us,student,2021-05-10,pending,retail
C0154,christine clark,1984-06-15,uk,doctor,2021-03-15,verified,corporate
C0155,christopher jones,1939-09-11,canada,not provided,2023/12/27,verified,corporate
C0156,kirk carter,,mexico,unemployed,2022-12-18,verified,corporate
C0157,michele gibson,1986-04-16,uk,business owner,2022-07-01,verified,corporate
C0158,rachel weber,1984-07-03,china,teacher,2022-03-12,verified,corporate
C0159,joshua holland,2001-04-30,us,student,2022-10-09,verified,corporate
C0160,andrea martin,1960-06-11,us,student,2025-05-09,pending,retail
C0161,jessica harrison,1960-03-16,uk,doctor,2023-12-08,verified,corporate
C0162,kathryn snyder,1944-12-26,us,unemployed,2020/11/06,verified,corporate
C0163,morgan munoz,1941-04-09,uk,unemployed,2021-04-15,pending,retail
C0164,michael valencia,1979-06-20,us,student,2020-09-08,verified,retail
C0165,miss debra williams phd,1971-07-13,mexico,business owner,2024-12-04,verified,corporate
C0166,sydney white,1979-05-06,canada,teacher,2024-03-21,verified,corporate
C0167,katherine davis,1963-03-11,mexico,doctor,2023-12-26,verified,corporate
C0168,michael hodge,1961-12-15,uk,unemployed,2024-01-05,verified,corporate
C0169,dxnna landry,1994-11-16,us,student,2025-03-11,verified,corporate
C0170,brandon king,1947-05-27,us,business owner,2023-12-13,verified,retail
C0171,samantha smith,1998-09-03,canada,business owner,2025-02-15,verified,retail
C0172,anthony stone,1981-11-18,canada,doctor,2024-10-01,verified,corporate
C0173,olivia harris,1976-11-19,germany,engineer,2021-08-17,verified,corporate
C0174,jessica zolfe,1947-10-11,us,teacher,2020-10-03,verified,retail
C0175,lisa allen,1950-04-16,us,teacher,2023-02-26,verified,retail
C0176,kristen davis,2007-01-13,mexico,student,2021-06-23,verified,retail
C0177,bruce collier,1973-06-05,uk,student,2022/12/29,verified,corporate
C0178,denise davenport,2006-03-21,us,teacher,2024-07-12,verified,corporate
C0179,juan reyes,2002-03-31,us,teacher,2024-11-01,verified,retail
C0180,breanna jones,1992-02-03,uk,not provided,2024-01-16,verified,retail
C0181,richard adams,1939-09-08,russia,doctor,2022-12-01,verified,retail
C0182,sara carpenter,1984-06-02,us,student,2024-09-04,verified,retail
C0183,jill washington,1962-02-18,canada,student,2025-03-16,pending,corporate
C0184,jamie cantu,1998-09-09,us,unemployed,2022-02-12,flagged,corporate
C0185,mrs. janet chase,1967-06-19,uk,teacher,2020-11-18,pending,retail
C0186,john mcintyre,1965-06-15,brazil,engineer,2023-10-18,verified,corporate
C0187,rebecca pearson md,2005-03-02,mexico,engineer,2020-10-29,verified,retail
C0188,vincent rivera,1946-05-05,us,student,2024-04-03,verified,corporate
C0189,thomas smith,1949-04-28,us,not provided,2023-12-31,verified,corporate
C0190,tracy jones,1992-09-10,canada,student,2022-10-07,verified,retail
C0191,michael santos,1997-06-22,brazil,business owner,2023-04-22,verified,retail
C0192,shannon james,1961-01-22,uk,unemployed,2024-08-30,verified,retail
C0193,amanda jones,1982-06-18,brazil,engineer,2022-12-15,verified,retail
C0194,nicole hamilton md,1982-08-21,canada,unemployed,2021-05-14,verified,corporate
C0195,michael berger,,uk,not provided,2023-04-09,verified,corporate
C0196,elaine brooks,1949-06-02,brazil,unemployed,2022-08-03,verified,corporate
C0197,kylie sparks,1951-01-29,us,teacher,2021-12-31,pending,corporate
C0198,seth harvey,1955-11-25,mexico,teacher,2024-09-29,verified,retail
C0199,briana murray,1956-10-17,germany,business owner,2024-06-02,pending,retail
C0200,adam ballazd,2000-11-02,canada,engineer,2022-12-16,verified,corporate
C0201,brooke alexander,1963-01-11,brazil,engineer,2025-07-05,flagged,corporate
C0202,victor vaughn,1970-08-07,mexico,student,2023-01-30,flagged,corporate
C0203,james webb,1955-08-27,us,doctor,2023-10-03,verified,retail
C0204,laura haney,1959-08-09,china,doctor,2020-09-12,verified,corporate
C0205,mary hill,1978-01-09,us,student,2020-12-05,pending,retail
C0206,nazasha wall,2000-12-15,uk,doctor,2022-12-12,verified,retail
C0207,crystal pham,1954-06-01,germany,student,2022-02-16,pending,retail
C0208,xegan le,1984-05-15,mexico,unemployed,2021-09-03,verified,retail
C0209,stephanie lucas,1960-07-14,us,doctor,2024-04-05,pending,corporate
C0210,jacob anderson,2001-05-30,mexico,teacher,2023-01-08,verified,retail
C0211,jason gonzalez,1993-01-12,brazil,student,2025-02-05,pending,corporate
C0212,holly shaw,1958-01-21,us,business owner,2021-11-29,verified,retail
C0213,roger olson,1994-05-24,canada,doctor,2023-01-08,verified,corporate
C0214,gina wilson,2005-01-13,us,teacher,2021-02-24,verified,retail
C0215,vincent dalton,1988-10-17,mexico,engineer,2023-11-22,verified,corporate
C0216,regina diaz,1993-04-26,uk,doctor,2023-11-13,verified,corporate
C0217,xoshua gibson,1985-04-19,germany,engineer,2022-09-28,verified,retail
C0218,samantha bentley,1946-11-19,us,unemployed,2022-07-02,verified,retail
C0219,manuel hahn,1961-10-31,china,doctor,2022-05-24,pending,corporate
C0220,madison marshall,1987-03-22,us,unemployed,2023-01-30,verified,retail
C0221,audrey williams,1942-01-16,us,doctor,2023-02-06,pending,corporate
C0222,audrey young dds,1965-12-16,china,student,2024-05-15,verified,corporate
C0223,travis horton,1976-04-09,us,unemployed,2024-01-29,verified,corporate
C0224,molly mcclure,1984-01-30,china,business owner,2021-05-09,verified,corporate
C0225,lisa crosby,1958-07-19,us,student,2020-10-15,verified,corporate
C0226,claudia wallace,1955-07-31,canada,student,2023-08-06,verified,retail
C0227,michael stephens,2006-01-20,uk,teacher,2023-07-25,verified,corporate
C0228,donald donaldson,2004-02-03,china,student,2024-05-18,verified,corporate
C0229,daniel fowler,2005-08-05,us,engineer,2020-09-10,verified,retail
C0230,gavin zhang,1993-01-24,us,doctor,2025-04-25,verified,corporate
C0231,ronald spencer,1979-06-01,mexico,doctor,2022-05-07,pending,corporate
C0232,crystal schroeder,1993-03-06,germany,business owner,2020-07-14,verified,corporate
C0233,williaz huerta,1976-04-10,china,teacher,2022-08-23,verified,retail
C0234,ashyey delacruz,1948-06-24,mexico,doctor,2020-08-21,flagged,retail
C0235,richard chapman,1940-08-02,uk,teacher,2021-12-29,verified,retail
C0236,cameron fisher,1947-03-31,uk,business owner,2021/01/19,verified,retail
C0237,richard palmer,1946-12-07,us,teacher,2024-05-10,verified,corporate
C0238,theresa williams,1992-10-23,uk,not provided,2024-12-12,verified,retail
C0239,mason johnson,2007-06-20,us,teacher,2024-08-02,pending,corporate
C0240,jessica rodriguez,1987-12-28,mexico,engineer,2024-04-14,verified,retail
C0241,bobby franklin,1943-12-25,us,business owner,2021-08-02,verified,corporate
C0242,mark kelley,1961-08-22,mexico,student,2023-10-02,pending,retail
C0243,kerry chavez dds,1946-04-06,us,doctor,2021-06-26,flagged,corporate
C0244,marilyn mack,1988-07-25,mexico,student,2022-05-05,verified,corporate
C0245,stephen gutierrez,1995-10-26,russia,engineer,2024-05-14,flagged,corporate
C0246,nicholas edwards,1960-10-11,us,student,2022-09-05,verified,corporate
C0247,christian leblanc,1944-01-30,germany,doctor,2021-04-15,verified,corporate
C0248,anna davis,1989-10-14,us,unemployed,2023-09-06,pending,retail
C0249,kristie willis,1977-09-23,brazil,business owner,2025-04-16,verified,corporate
C0250,bryan gomez,1984-10-15,canada,engineer,2024-02-10,verified,corporate
C0251,michelle schmitt,1980-05-15,us,engineer,2023-03-03,verified,retail
C0252,kennezh lewis,1984-03-15,mexico,business owner,2024-08-12,verified,corporate
C0253,brian bruce,1964-07-10,canada,teacher,2021-06-27,verified,retail
C0254,laura aguirre,1997-01-09,us,doctor,2025-04-13,verified,corporate
C0255,sabrina austin,1983-04-01,us,engineer,2025-03-31,verified,corporate
C0256,timothy gallegos,1957-09-17,uk,doctor,2020-10-03,pending,corporate
C0257,michael parker,1962-08-21,brazil,student,2023-07-01,flagged,corporate
C0258,sergio knight,1966-10-14,canada,doctor,2021-02-07,pending,corporate
C0259,mark johnson,1990-04-14,germany,engineer,2025-01-09,verified,retail
C0260,jason peterson,1964-09-10,china,business owner,2023-03-01,pending,corporate
C0261,paula bradley,1945-04-17,germany,unemployed,2020-12-16,verified,corporate
C0262,paul williams,1945-01-23,us,unemployed,2022-10-29,verified,corporate
C0263,jeff lawson,1967-09-12,mexico,business owner,2022-11-01,verified,corporate
C0264,jose reed,1947-01-22,russia,doctor,2022-12-03,verified,retail
C0265,leslie rose,1960-07-01,uk,unemployed,2020-11-24,pending,corporate
C0266,william brown,1953-06-03,brazil,engineer,2023-01-28,verified,corporate
C0267,pamela duran,1959-03-18,brazil,doctor,2023-04-21,verified,retail
C0268,jonathan jordyn,1948-04-20,us,teacher,2023-09-30,pending,corporate
C0269,crystal hansen,1984-12-21,us,engineer,2023-07-11,pending,retail
C0270,scott williams,1940-10-14,us,doctor,2024-06-03,verified,corporate
C0271,shannon johnston,1978-07-13,uk,business owner,2023-12-14,verified,corporate
C0272,jennifer wxlson,1940-12-06,mexico,student,2023-04-11,verified,corporate
C0273,travis stevens,1986-06-10,us,doctor,2023-08-04,verified,corporate
C0274,ryan sanchez,1979-08-02,germany,doctor,2023-12-02,pending,corporate
C0275,jennifer collins,1962-08-13,uk,business owner,2022-05-25,verified,corporate
C0276,christopher dixon,1947-04-10,us,teacher,2025-01-09,pending,corporate
C0277,susan bailey,1989-01-04,us,engineer,2021-10-07,verified,retail
C0278,charles gonzalez,1980-07-03,us,doctor,2021-10-23,verified,retail
C0279,mary thompson,1992-02-08,canada,engineer,2024-09-18,verified,retail
C0280,justin riley,1985-11-11,uk,engineer,2025-04-24,verified,retail
C0281,victoria morris,,canada,unemployed,2023-03-15,verified,retail
C0282,barry ramos,1960-02-13,germany,unemployed,2022-11-06,verified,retail
C0283,heather jones,1970-12-07,us,teacher,2024-05-10,verified,corporate
C0284,jacob mitchell,1983-05-20,canada,engineer,2021-04-12,verified,retail
C0285,katie fyrd,1977-03-26,us,teacher,2020-11-10,verified,corporate
C0286,robert pearson,1961-05-23,uk,business owner,2024/07/22,verified,corporate
C0287,tina hayes,1994-09-12,canada,unemployed,2023-06-08,verified,corporate
C0288,mrs. maria williams,1987-09-01,uk,unemployed,2024-03-27,verified,corporate
C0289,kelly bishop md,2001-12-23,uk,teacher,2022-12-01,verified,corporate
C0290,raymond shelton,1943-01-28,russia,student,2023-05-11,verified,corporate
C0291,brandon gregory,1958-11-06,canada,student,2022-08-27,verified,retail
C0292,mary escobar,1998-12-09,us,engineer,2021-10-16,verified,corporate
C0293,kevin thomas,1963-04-26,mexico,unemployed,2023-02-24,verified,corporate
C0294,melissa myers,1980-01-02,us,unemployed,2021-03-26,verified,corporate
C0295,james conner,1994-11-06,uk,student,2021-08-07,verified,retail
C0296,sandra zodgers,1986-02-26,china,business owner,2024-12-27,pending,retail
C0297,michael romero,1940-10-02,uk,not provided,2023-08-06,verified,corporate
C0298,trevor peterson,1991-08-25,us,business owner,2024-08-24,verified,corporate
C0299,zachary xoore,1959-08-22,us,doctor,2021-05-16,verified,retail
C0300,kimberly rodgers,1975-05-06,mexico,student,2020-10-31,verified,retail
C0301,sherri williamson,1980-02-26,us,teacher,2023-09-19,verified,corporate
C0302,christophxr schwartz,1982-01-10,russia,unemployed,2021-12-02,verified,corporate
C0303,amanda diaz,1988-06-24,mexico,student,2022-07-13,verified,corporate
C0304,lisa goodwin,1992-11-06,china,business owner,2024-04-30,verified,corporate
C0305,david shezpard,1992-11-20,mexico,doctor,2024-07-02,verified,retail
C0306,cheyenne gregory,1978-04-30,us,student,2024-04-04,verified,retail
C0307,douglas reyes,1975-05-29,us,not provided,2024-01-27,verified,corporate
C0308,ruth solis,1948-12-05,uk,student,2022-08-21,pending,retail
C0309,john watson,2003-02-02,mexico,business owner,2021-05-20,pending,corporate
C0310,kelli martinzz,1945-03-21,us,doctor,2021-11-16,verified,corporate
C0311,taylor hernandez,1969-04-13,brazil,doctor,2021-04-16,verified,retail
C0312,courtney hayes,1963-04-20,uk,student,2020-09-26,verified,retail
C0313,james brooks,1965-10-16,us,not provided,2021-03-16,verified,corporate
C0314,alfred galvan,1996-08-13,uk,engineer,2023-05-13,verified,corporate
C0315,byenda mitchell,1995-12-23,canada,unemployed,2024-07-12,verified,retail
C0316,brenda thornton,1970-01-15,us,unemployed,2020-07-22,verified,retail
C0317,alicia lewxs,,us,business owner,2025/03/07,verified,corporate
C0318,lisa henderyon,1992-04-30,uk,engineer,2022-12-18,verified,retail
C0319,bryan allen,1982-12-29,us,teacher,2024-05-26,verified,corporate
C0320,russell porter,1975-12-28,uk,not provided,2020-08-26,verified,corporate
C0321,laura higgins,1959-05-02,germany,teacher,2024-02-29,verified,corporate
C0322,harry duncan,1952-04-04,brazil,engineer,2021-03-28,verified,corporate
C0323,heather ashley,1976-07-15,us,teacher,2024-10-29,verified,corporate
C0324,katie smith,1998-12-10,us,student,2024-07-05,verified,retail
C0325,james brooks,1990-05-14,uk,business owner,2020-08-25,pending,retail
C0326,austin allen,1984-03-24,us,business owner,2021-05-24,verified,retail
C0327,nancyxcook,1942-07-12,uk,teacher,2023-07-05,pending,corporate
C0328,robin thompson,1992-07-13,uk,business owner,2024-06-18,verified,corporate
C0329,mrs. catherine taylor,1988-03-28,us,teacher,2024-05-27,flagged,retail
C0330,dakota moody,1999-10-16,russia,unemployed,2020-11-13,verified,corporate
C0331,eric sanders,1995-01-01,us,teacher,2025-02-17,verified,corporate
C0332,andrew lucas,1958-12-25,uk,student,2023-07-20,pending,corporate
C0333,amber rios,1958-02-07,us,engineer,2021-07-27,verified,retail
C0334,jessica ross,1969-06-08,uk,engineer,2023-10-20,pending,corporate
C0335,cody holt,1964-07-05,us,business owner,2024-12-05,pending,retail
C0336,bradley coxeman,1968-10-24,us,doctor,2022-01-17,verified,retail
C0337,erica miller,1984-06-27,canada,business owner,2023-01-10,verified,corporate
C0338,lance simmons,1986-06-14,uk,unemployed,2024-04-15,verified,corporate
C0339,andrew berg,1963-07-03,mexico,unemployed,2024-03-18,verified,corporate
C0340,william gould,1944-08-14,china,business owner,2023-12-20,verified,corporate
C0341,robert shelton,2004-05-07,us,student,2020-10-10,verified,corporate
C0342,lawrence harrington,1941-11-17,uk,doctor,2021-08-02,verified,corporate
C0343,richard yiaz,1965-07-25,uk,teacher,2025-05-03,verified,corporate
C0344,christian cole,1964-10-03,us,teacher,2023-09-04,verified,corporate
C0345,billy taylor,1964-06-25,uk,unemployed,2023-11-24,flagged,retail
C0346,donald horne,1941-04-11,uk,not provided,2022-02-04,verified,corporate
C0347,mr. justin green iii,1969-11-18,mexico,unemployed,2022-05-03,verified,retail
C0348,donna hendricks dds,1947-11-10,uk,doctor,2021-08-31,flagged,retail
C0349,jodi roach,1969-10-20,uk,engineer,2021-04-04,verified,corporate
C0350,tracy downs,1984-12-16,germany,unemployed,2023-06-20,verified,retail
C0351,krista robyrts,1959-12-04,us,doctor,2021-11-07,verified,corporate
C0352,tammy little,1993-07-10,mexico,teacher,2023-08-03,verified,corporate
C0353,barbxra harris,1948-12-17,us,teacher,2022-07-11,verified,corporate
C0354,allison spencer,1964-08-13,us,business owner,2024-06-27,pending,retail
C0355,kristen salazar,1945-05-18,us,unemployed,2021-01-26,verified,corporate
C0356,zachary higgins,1975-04-15,us,not provided,2024-01-03,verified,corporate
C0357,samantha jones,,us,business owner,2023-03-17,pending,corporate
C0358,joanna frazier,1962-12-15,uk,business owner,2021-08-08,verified,retail
C0359,penny bowman,1951-11-23,mexico,business owner,2021-08-10,flagged,retail
C0360,thomas brown,1947-12-18,mexico,student,2024-12-01,verified,retail
C0361,christopher morris,1987-10-13,us,engineer,2022-06-06,flagged,corporate
C0362,todd jacobson,,brazil,student,2021-03-08,verified,retail
C0363,mark pierce,1948-01-12,us,doctor,2023-02-01,pending,retail
C0364,anna davidson,1979-10-14,uk,unemployed,2025-06-14,pending,retail
C0365,matthew le,1980-09-09,mexico,unemployed,2023-05-20,verified,corporate
C0366,kristy bryan,1941-06-11,us,engineer,2021-03-15,pending,retail
C0367,martin ray,1983-10-27,canada,teacher,2022-04-21,verified,retail
C0368,jennifer fowler,1973-05-27,germany,unemployed,2025-02-25,verified,corporate
C0369,tyler webb,1994-04-09,us,engineer,2023-12-19,verified,corporate
C0370,benjamin brown,1969-06-05,brazil,engineer,2024-01-18,verified,corporate
C0371,mr. lawrence edwards,1988-05-25,uk,doctor,2023/03/25,verified,corporate
