customer_id,name,dob,country,occupation,account_open_date,kyc_status,customer_type,transaction_id,date,amount_usd,transaction_country,merchant,channel,risk_level
C0017,emily rios,1966-06-08,canada,business owner,2024-05-31,verified,retail,T01242,2024-09-21,2997.55,us,walmart,in-person,
C0018,charles mcgee,1976-03-10,uk,engineer,2022-09-30,verified,corporate,T00397,2025-02-06,3909.68,uk,crypto exchange,in-person,
C0019,jessyca silva,1964-02-23,us,business owner,2022-05-18,verified,retail,T00717,2024-09-07,3551.21,us,ebay,not recorded,
C0020,brenda snyder phd,1998-02-09,mexico,teacher,2021-06-11,verified,retail,,,,,,,
C0021,christopher becker,1980-02-05,russia,student,2021-01-19,verified,retail,T00070,2024-08-28,8668.29,china,amazon,in-person,
C0021,christopher becker,1980-02-05,russia,student,2021-01-19,verified,retail,T00658,2024-11-01,902.23,germany,bestbuy,in-person,
C0022,kyle mcdonald,1956-08-14,brazil,unemployed,2025-03-20,pending,corporate,T01495,2024-07-18,1849.9,uk,amazon,in-person,
C0023,alexandra le,1985-11-26,us,student,2025-01-29,verified,corporate,T01209,2025-01-14,639.38,us,amazon,in-person,
C0023,alexandra le,1985-11-26,us,student,2025-01-29,verified,corporate,T01343,2025-01-26,4054.04,us,ebay,online,
C0024,patricia peterson,1959-06-26,us,engineer,2024-03-17,verified,corporate,,,,,,,
C0025,aaron bowen,1988-06-26,canada,student,2022-10-02,pending,corporate,T01321,2025-04-04,567.65,us,ebay,online,
C0025,aaron bowen,1988-06-26,canada,student,2022-10-02,pending,corporate,T01408,2024-11-02,3276.4,us,ebay,online,
C0026,pamela romero,1946-10-02,us,engineer,2023-01-19,verified,retail,T01046,2025-01-13,1913.51,us,bestbuy,in-person,
C0026,pamela romero,1946-10-02,us,engineer,2023-01-19,verified,retail,T01047,2024-07-29,530.43,us,amazon,wire,
C0026,pamela romero,1946-10-02,us,engineer,2023-01-19,verified,retail,T01476,2024-11-30,2202.79,us,bestbuy,wire,
C0027,katie gonzalez,1964-12-15,canada,teacher,2021-11-19,verified,retail,T00069,2024-09-09,154.95,us,ebay,in-person,
C0027,katie gonzalez,1964-12-15,canada,teacher,2021-11-19,verified,retail,T00979,2024-09-30,1371.81,us,bestbuy,wire,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00117,2024-11-07,3255.94,us,amazon,online,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00383,2025-02-22,1982.8,us,bestbuy,wire,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00461,2025-04-25,250.05,china,ebay,in-person,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00464,2025-04-11,1751.11,china,amazon,online,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00576,2025-01-11,5972.38,us,amazon,in-person,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00748,2025.03.13,1568.56,uk,not recorded,in-person,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00785,2025-03-10,400.8,us,bestbuy,online,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T00891,2024-10-14,2562.19,us,amazon,in-person,
C0028,paula moreno,1939-07-21,canada,student,2023-04-09,pending,corporate,T01376,2025-07-06,4092.01,russia,bestbuy,online,
C0029,brian cox dvm,1994-05-31,us,student,2023-02-16,verified,retail,T00347,2024.11.04,2016.23,us,amazon,in-person,
C0029,brian cox dvm,1994-05-31,us,student,2023-02-16,verified,retail,T00988,2024.10.23,1141.25,mexico,amazon,online,
C0029,brian cox dvm,1994-05-31,us,student,2023-02-16,verified,retail,T01018,2024-10-09,1678.41,russia,amazon,in-person,
C0030,david bradley,1944-11-14,mexico,teacher,2021-03-29,pending,corporate,T00336,2024-11-25,83.16,russia,bestbuy,wire,
C0030,david bradley,1944-11-14,mexico,teacher,2021-03-29,pending,corporate,T00860,2024-10-06,135.93,russia,amazon,online,
C0031,rose spence,,canada,doctor,2021-07-31,verified,corporate,T00350,2025-02-28,1966.25,us,ebay,online,
C0031,rose spence,,canada,doctor,2021-07-31,verified,corporate,T00834,2024-09-03,388.11,us,ebay,in-person,
C0031,rose spence,,canada,doctor,2021-07-31,verified,corporate,T00917,2024-12-29,697.6,us,walmart,in-person,
C0032,john pierce,1957-07-20,us,teacher,2024-12-31,flagged,corporate,T00018,2024-09-03,1487.86,mexico,bestbuy,online,
C0032,john pierce,1957-07-20,us,teacher,2024-12-31,flagged,corporate,T00058,2024-08-07,436.27,uk,ebay,in-person,
C0032,john pierce,1957-07-20,us,teacher,2024-12-31,flagged,corporate,T00391,2025-01-30,9314.01,us,ebay,online,
C0033,jenny lewis,1976-03-18,germany,engineer,2022-03-22,verified,retail,T00135,2024-11-29,5726.24,us,amazon,wire,
C0033,jenny lewis,1976-03-18,germany,engineer,2022-03-22,verified,retail,T01185,2024-09-20,216.31,russia,bestbuy,in-person,
C0034,jennifer powers,1964-12-03,china,doctor,2024/03/28,pending,retail,T00996,2024-07-09,192.1,us,amazon,in-person,
C0034,jennifer powers,1964-12-03,china,doctor,2024/03/28,pending,retail,T01021,2025-07-03,2390.82,germany,not recorded,online,
C0034,jennifer powers,1964-12-03,china,doctor,2024/03/28,pending,retail,T01398,2025-07-01,571.94,china,amazon,online,
C0035,jocelyn wright,1943-11-14,us,engineer,2023-05-22,verified,retail,T00258,2025-04-15,2381.65,us,amazon,online,
C0035,jocelyn wright,1943-11-14,us,engineer,2023-05-22,verified,retail,T00367,2025-02-20,6498.18,us,walmart,in-person,
C0035,jocelyn wright,1943-11-14,us,engineer,2023-05-22,verified,retail,T00630,2024-12-30,581.87,us,amazon,in-person,
C0035,jocelyn wright,1943-11-14,us,engineer,2023-05-22,verified,retail,T00919,2024-11-22,2884.51,us,amazon,in-person,
C0035,jocelyn wright,1943-11-14,us,engineer,2023-05-22,verified,retail,T00940,2025-06-04,1718.48,uk,crypto exchange,online,
C0035,jocelyn wright,1943-11-14,us,engineer,2023-05-22,verified,retail,T01349,2024-09-22,8788.13,us,ebay,online,
C0036,julian chapman,1940-01-01,uk,student,2021-02-11,verified,corporate,T00287,2025-03-25,1253.21,china,unknown vendor,wire,
C0036,julian chapman,1940-01-01,uk,student,2021-02-11,verified,corporate,T01071,2024-12-06,702.83,uk,ebay,in-person,
C0037,amy jones,1941-08-25,china,doctor,2023-04-28,verified,retail,T00462,2024-07-22,2095.14,us,amazon,online,
C0037,amy jones,1941-08-25,china,doctor,2023-04-28,verified,retail,T00610,2025-06-02,2344.91,uk,amazon,wire,
C0037,amy jones,1941-08-25,china,doctor,2023-04-28,verified,retail,T00856,2025-04-03,423.14,us,crypto exchange,in-person,
C0037,amy jones,1941-08-25,china,doctor,2023-04-28,verified,retail,T01241,2024-12-15,4059.37,us,ebay,in-person,
C0038,david caldwell,1954-02-02,china,teacher,2025-02-05,verified,corporate,T00153,2025-01-01,313.06,us,ebay,in-person,
C0038,david caldwell,1954-02-02,china,teacher,2025-02-05,verified,corporate,T00374,2024-11-01,2297.75,us,unknown vendor,online,
C0038,david caldwell,1954-02-02,china,teacher,2025-02-05,verified,corporate,T00609,2025-02-10,1400.01,us,walmart,in-person,
C0038,david caldwell,1954-02-02,china,teacher,2025-02-05,verified,corporate,T01155,2024-08-11,1927.87,us,walmart,wire,
C0039,timothy duncan,1971-09-05,russia,unemployed,2022-07-30,verified,retail,T00736,2025-04-24,4194.41,uk,amazon,wire,
C0040,rhonda lee,1946-02-09,mexico,unemployed,2024/03/06,verified,corporate,T00666,2025-04-05,331.78,uk,amazon,online,
C0040,rhonda lee,1946-02-09,mexico,unemployed,2024/03/06,verified,corporate,T01068,2024-08-26,234.13,canada,walmart,wire,
C0040,rhonda lee,1946-02-09,mexico,unemployed,2024/03/06,verified,corporate,T01113,2024-09-24,506.74,china,amazon,online,
C0041,jason shields,1943-03-14,germany,unemployed,2021/05/07,verified,retail,T00529,2024-08-27,116.05,us,walmart,wire,
C0041,jason shields,1943-03-14,germany,unemployed,2021/05/07,verified,retail,T00948,2025-06-28,4605.54,mexico,bestbuy,in-person,
C0041,jason shields,1943-03-14,germany,unemployed,2021/05/07,verified,retail,T01100,2025-02-18,861.95,us,walmart,wire,
C0042,nicholas mcbride,1946-12-12,canada,student,2022-08-17,flagged,corporate,T00041,2024-08-15,260.3,mexico,ebay,not recorded,
C0042,nicholas mcbride,1946-12-12,canada,student,2022-08-17,flagged,corporate,T00386,2024-12-02,3253.99,us,amazon,wire,
C0042,nicholas mcbride,1946-12-12,canada,student,2022-08-17,flagged,corporate,T01166,2024-09-30,3407.13,russia,walmart,wire,
C0042,nicholas mcbride,1946-12-12,canada,student,2022-08-17,flagged,corporate,T01193,2025-05-31,848.94,us,amazon,online,
C0043,joshua taylor,1951-12-31,uk,unemployed,2022-11-18,verified,retail,T00195,2025-05-09,828.09,uk,walmart,online,
C0044,shannon jones,1994-07-01,us,doctor,2025-03-11,verified,retail,T00248,2024-07-15,6801.68,us,ebay,in-person,
C0044,shannon jones,1994-07-01,us,doctor,2025-03-11,verified,retail,T00300,2025-01-01,178.42,uk,ebay,in-person,
C0044,shannon jones,1994-07-01,us,doctor,2025-03-11,verified,retail,T00392,2025-04-01,1064.16,mexico,walmart,wire,
C0045,matyhew fernandez,1940-07-07,uk,teacher,2021-04-21,verified,retail,T00245,2025-01-16,31.15,china,amazon,online,
C0045,matyhew fernandez,1940-07-07,uk,teacher,2021-04-21,verified,retail,T00267,2025-01-09,2388.15,brazil,amazon,in-person,
C0045,matyhew fernandez,1940-07-07,uk,teacher,2021-04-21,verified,retail,T00718,2024-12-23,6706.35,germany,walmart,wire,
C0045,matyhew fernandez,1940-07-07,uk,teacher,2021-04-21,verified,retail,T01142,2025-03-25,854.84,china,amazon,in-person,
C0045,matyhew fernandez,1940-07-07,uk,teacher,2021-04-21,verified,retail,T01225,2025-03-01,1088.51,us,ebay,online,
C0046,sarah martin,1972-07-23,us,teacher,2024-08-09,pending,retail,T00239,2024-12-04,2073.94,canada,amazon,wire,
C0046,sarah martin,1972-07-23,us,teacher,2024-08-09,pending,retail,T00530,2025-04-23,4000.85,china,bestbuy,online,
C0046,sarah martin,1972-07-23,us,teacher,2024-08-09,pending,retail,T00903,2025-06-20,400.41,us,bestbuy,wire,
C0046,sarah martin,1972-07-23,us,teacher,2024-08-09,pending,retail,T01102,2024-09-04,6954.17,us,ebay,not recorded,
C0046,sarah martin,1972-07-23,us,teacher,2024-08-09,pending,retail,T01304,2024-11-20,1558.7,us,ebay,wire,
C0046,sarah martin,1972-07-23,us,teacher,2024-08-09,pending,retail,T01497,2024-07-13,1932.49,us,ebay,online,
C0047,james brown,1965-04-20,uk,doctor,2020-07-12,verified,retail,T00126,2024-10-27,1114.12,us,bestbuy,wire,
C0047,james brown,1965-04-20,uk,doctor,2020-07-12,verified,retail,T00814,2024-07-21,5072.62,us,bestbuy,wire,
C0047,james brown,1965-04-20,uk,doctor,2020-07-12,verified,retail,T00895,2025-04-23,2205.75,us,amazon,wire,
C0047,james brown,1965-04-20,uk,doctor,2020-07-12,verified,retail,T01165,2025-05-05,350.52,us,unknown vendor,wire,
C0047,james brown,1965-04-20,uk,doctor,2020-07-12,verified,retail,T01346,2024-11-11,1108.49,us,walmart,wire,
C0048,mrs. rachel gibson,1968-04-18,uk,business owner,2025-03-28,pending,corporate,T00231,2025-01-23,3167.65,mexico,amazon,not recorded,
C0048,mrs. rachel gibson,1968-04-18,uk,business owner,2025-03-28,pending,corporate,T00322,2024-09-27,2507.7,brazil,walmart,wire,
C0048,mrs. rachel gibson,1968-04-18,uk,business owner,2025-03-28,pending,corporate,T00686,2025-04-01,1627.3,us,amazon,in-person,
C0048,mrs. rachel gibson,1968-04-18,uk,business owner,2025-03-28,pending,corporate,T00994,2025-02-05,1784.32,canada,bestbuy,wire,
C0048,mrs. rachel gibson,1968-04-18,uk,business owner,2025-03-28,pending,corporate,T01289,2025-03-18,67.53,us,ebay,online,
C0049,katelyn lee,1954-04-29,us,student,2021-01-03,pending,retail,T00316,2024-12-27,2381.29,us,walmart,online,
C0049,katelyn lee,1954-04-29,us,student,2021-01-03,pending,retail,T00784,2025-01-16,848.37,us,unknown vendor,in-person,
C0049,katelyn lee,1954-04-29,us,student,2021-01-03,pending,retail,T01410,2025-03-30,4054.02,uk,amazon,in-person,
C0050,kimberly adkins,1943-05-27,us,business owner,2020-12-08,verified,corporate,T00385,2025-02-14,2656.59,us,amazon,wire,
C0050,kimberly adkins,1943-05-27,us,business owner,2020-12-08,verified,corporate,T01070,2025-05-20,677.22,russia,amazon,wire,
C0050,kimberly adkins,1943-05-27,us,business owner,2020-12-08,verified,corporate,T01395,2025-02-09,821.97,us,luxury retailer,wire,
C0051,kathryn farrell,1950-03-24,uk,business owner,2020-12-29,verified,retail,T00765,2024-10-31,68.22,mexico,amazon,wire,
C0051,kathryn farrell,1950-03-24,uk,business owner,2020-12-29,verified,retail,T00922,2025-06-04,1336.64,brazil,bestbuy,in-person,
C0051,kathryn farrell,1950-03-24,uk,business owner,2020-12-29,verified,retail,T01352,2024-11-15,1728.7,brazil,crypto exchange,in-person,
C0051,kathryn farrell,1950-03-24,uk,business owner,2020-12-29,verified,retail,T01403,2025-03-21,74.72,russia,amazon,in-person,
C0052,angela lopez,1980-01-02,us,business owner,2021-02-02,verified,retail,T00338,2024-09-20,2432.48,us,amazon,in-person,
C0052,angela lopez,1980-01-02,us,business owner,2021-02-02,verified,retail,T00491,2025/05/16,1216.35,mexico,amazon,in-person,
C0053,cynthia wilson,2000-02-05,us,engineer,2025-05-10,verified,retail,T00129,2025-03-08,13.95,us,bestbuy,online,
C0053,cynthia wilson,2000-02-05,us,engineer,2025-05-10,verified,retail,T01037,2025-05-31,830.65,uk,ebay,wire,
C0054,kristopher harvey,1968-01-15,uk,doctor,2025-06-23,verified,retail,T00513,2024-10-23,5398.04,us,ebay,in-person,
C0054,kristopher harvey,1968-01-15,uk,doctor,2025-06-23,verified,retail,T00552,2025-01-12,3823.54,us,ebay,wire,
C0054,kristopher harvey,1968-01-15,uk,doctor,2025-06-23,verified,retail,T00786,2025-02-21,4781.75,us,amazon,in-person,
C0055,emily green,1985-02-01,uk,unemployed,2023-03-09,verified,retail,T00006,2024-10-28,339.19,brazil,bestbuy,wire,
C0055,emily green,1985-02-01,uk,unemployed,2023-03-09,verified,retail,T00098,2024-07-08,1115.63,brazil,ebay,online,
C0055,emily green,1985-02-01,uk,unemployed,2023-03-09,verified,retail,T00161,2024-08-01,917.05,us,amazon,in-person,
C0055,emily green,1985-02-01,uk,unemployed,2023-03-09,verified,retail,T00543,2024-08-31,519.21,us,amazon,online,
C0055,emily green,1985-02-01,uk,unemployed,2023-03-09,verified,retail,T00725,2025-06-28,1708.85,uk,ebay,wire,
C0055,emily green,1985-02-01,uk,unemployed,2023-03-09,verified,retail,T00945,2025-01-05,462.41,us,amazon,in-person,
C0056,james powers,1959-12-05,germany,engineer,2024/05/26,verified,corporate,T00487,2025-05-03,93.02,mexico,amazon,in-person,
C0056,james powers,1959-12-05,germany,engineer,2024/05/26,verified,corporate,T00960,2024-12-15,2679.08,us,walmart,online,
C0056,james powers,1959-12-05,germany,engineer,2024/05/26,verified,corporate,T01260,2025-01-10,1744.41,us,amazon,not recorded,
C0056,james powers,1959-12-05,germany,engineer,2024/05/26,verified,corporate,T01374,2024-11-28,1355.64,us,bestbuy,online,
C0057,paul jones,1970-09-12,uk,student,2025/04/20,pending,retail,T01357,2025-05-29,4619.26,uk,bestbuy,wire,
C0058,angel lewis md,2003-01-08,us,student,2023-06-25,verified,corporate,T00512,2025-01-28,1083.41,us,walmart,online,
C0058,angel lewis md,2003-01-08,us,student,2023-06-25,verified,corporate,T00517,2024-11-08,944.7,china,bestbuy,online,
C0058,angel lewis md,2003-01-08,us,student,2023-06-25,verified,corporate,T01356,2025-05-13,4133.81,canada,bestbuy,wire,
C0059,sherry wood,1950-03-31,us,business owner,2024-03-28,flagged,corporate,T00182,2025-02-23,240.89,us,walmart,in-person,
C0059,sherry wood,1950-03-31,us,business owner,2024-03-28,flagged,corporate,T00669,2024-09-26,412.98,us,bestbuy,online,
C0059,sherry wood,1950-03-31,us,business owner,2024-03-28,flagged,corporate,T01069,2025-03-10,875.84,uk,bestbuy,in-person,
C0059,sherry wood,1950-03-31,us,business owner,2024-03-28,flagged,corporate,T01184,2024-07-31,5377.32,us,walmart,online,
C0060,michele carr,2006-09-10,us,doctor,2025-01-04,verified,retail,T00166,2024-12-11,3607.29,russia,walmart,wire,
C0060,michele carr,2006-09-10,us,doctor,2025-01-04,verified,retail,T00279,2025-05-16,2421.1,us,ebay,online,
C0060,michele carr,2006-09-10,us,doctor,2025-01-04,verified,retail,T00488,2025-05-17,659.69,us,bestbuy,in-person,
C0060,michele carr,2006-09-10,us,doctor,2025-01-04,verified,retail,T01211,2024-12-01,1110.88,us,amazon,not recorded,
C0061,robert evans,1984-08-27,uk,unemployed,2021-05-23,verified,corporate,T00704,2025-05-17,288.7,canada,bestbuy,in-person,
C0061,robert evans,1984-08-27,uk,unemployed,2021-05-23,verified,corporate,T01006,2025-01-02,2150.48,us,ebay,online,
C0061,robert evans,1984-08-27,uk,unemployed,2021-05-23,verified,corporate,T01201,2024-07-25,2839.81,germany,luxury retailer,in-person,
C0061,robert evans,1984-08-27,uk,unemployed,2021-05-23,verified,corporate,T01478,2025-02-03,2873.37,us,ebay,wire,
C0062,brandy wilson,1946-10-18,us,unemployed,2025-03-20,verified,retail,T00285,2025-03-14,1726.83,uk,crypto exchange,online,
C0062,brandy wilson,1946-10-18,us,unemployed,2025-03-20,verified,retail,T00742,2024-12-19,717.29,brazil,ebay,in-person,
C0062,brandy wilson,1946-10-18,us,unemployed,2025-03-20,verified,retail,T00830,2025-03-11,1203.76,us,amazon,online,
C0062,brandy wilson,1946-10-18,us,unemployed,2025-03-20,verified,retail,T01189,2025-05-16,716.1,us,walmart,online,
C0063,douglas clark,1962-11-05,us,unemployed,2022-03-30,verified,retail,T00317,2025-02-20,1051.72,us,walmart,online,
C0063,douglas clark,1962-11-05,us,unemployed,2022-03-30,verified,retail,T00323,2024-09-23,2158.78,us,bestbuy,online,
C0063,douglas clark,1962-11-05,us,unemployed,2022-03-30,verified,retail,T00769,2025-01-19,837.35,us,ebay,in-person,
C0063,douglas clark,1962-11-05,us,unemployed,2022-03-30,verified,retail,T01369,2025-05-30,396.13,us,bestbuy,wire,
C0063,douglas clark,1962-11-05,us,unemployed,2022-03-30,verified,retail,T01439,2024-10-06,450.93,canada,bestbuy,in-person,
C0064,yarah wagner,1956-08-07,us,teacher,2020-12-10,verified,retail,T00484,2024-12-23,1975.35,us,ebay,online,
C0065,jeff hill,1939-10-03,uk,unemployed,2023-05-08,verified,retail,T00213,2025-02-28,2110.88,canada,amazon,online,
C0065,jeff hill,1939-10-03,uk,unemployed,2023-05-08,verified,retail,T00813,2024-09-27,266.29,canada,walmart,online,
C0065,jeff hill,1939-10-03,uk,unemployed,2023-05-08,verified,retail,T01089,2025-04-17,9458.89,us,amazon,online,
C0065,jeff hill,1939-10-03,uk,unemployed,2023-05-08,verified,retail,T01196,2024-11-11,4104.23,us,ebay,in-person,
C0066,mandy green,1989-12-14,mexico,student,2024-04-08,verified,corporate,T01220,2024-10-22,638.37,us,ebay,wire,
C0066,mandy green,1989-12-14,mexico,student,2024-04-08,verified,corporate,T01337,2024-08-10,445.14,china,amazon,online,
C0067,jessica smith,1944-08-19,brazil,not provided,2021-10-12,verified,corporate,T00225,2024-07-10,616.32,uk,bestbuy,wire,
C0067,jessica smith,1944-08-19,brazil,not provided,2021-10-12,verified,corporate,T00318,2024-12-19,380.61,us,bestbuy,in-person,
C0068,sandra aguilar,1949-08-03,us,not provided,2024-03-02,verified,corporate,T00032,2024-08-26,373.92,uk,bestbuy,online,
C0068,sandra aguilar,1949-08-03,us,not provided,2024-03-02,verified,corporate,T00682,2025-05-19,596.55,us,amazon,in-person,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T00042,2024-07-16,1367.09,mexico,bestbuy,online,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T00480,2024-11-18,1480.89,us,crypto exchange,wire,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T00638,2025-03-15,555.39,mexico,bestbuy,wire,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T00649,2024/08/07,3113.42,us,ebay,wire,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T00672,2024.08.26,4541.5,mexico,amazon,in-person,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T00762,2025-05-30,747.13,germany,walmart,in-person,
C0069,eric nolan,,uk,teacher,2020-11-06,verified,retail,T01470,2024-12-15,3050.06,us,ebay,wire,
C0070,christine wright,1946-07-04,us,engineer,2023-07-09,verified,retail,T00354,2024-11-18,355.71,germany,walmart,wire,
C0070,christine wright,1946-07-04,us,engineer,2023-07-09,verified,retail,T00969,2025-05-22,1671.29,us,bestbuy,online,
C0070,christine wright,1946-07-04,us,engineer,2023-07-09,verified,retail,T01221,2024-12-26,6026.31,us,bestbuy,not recorded,
C0070,christine wright,1946-07-04,us,engineer,2023-07-09,verified,retail,T01465,2024-07-06,14883.45,us,amazon,wire,
C0071,stacey russell,1981-09-30,brazil,teacher,2021-10-29,pending,corporate,T00556,2024-10-18,1033.29,us,not recorded,in-person,
